Start Zone,End Zone,Start Time,Efficency,Speed Scale
4,5,14:03,4,6
4,3,23:43,6,4
3,5,11:37,7,3
5,4,18:39,6,4
4,1,20:21,9,1
3,1,20:23,7,3
4,2,16:01,9,1
1,2,01:42,4,6
3,4,22:24,8,2
5,4,11:16,9,1
3,5,13:50,9,1
2,3,08:09,8,2
4,3,03:11,3,7
2,3,15:50,6,4
2,3,21:59,8,2
4,2,04:26,3,7
5,3,14:56,9,1
1,3,20:08,6,4
2,4,23:32,6,4
2,5,02:29,8,2
1,5,00:21,3,7
5,2,10:21,9,1
3,1,19:22,6,4
1,3,19:17,10,0
3,4,13:47,3,7
1,3,05:03,9,1
1,2,04:33,4,6
2,5,18:44,9,1
4,5,23:19,2,8
2,4,23:05,5,5
1,3,09:23,6,4
1,5,18:17,3,7
4,2,21:18,5,5
5,2,16:46,7,3
1,4,19:24,2,8
2,4,12:27,3,7
2,3,19:27,6,4
1,4,17:30,1,9
2,1,17:36,5,5
4,1,11:30,5,5
1,4,07:32,10,0
3,2,04:00,10,0
3,4,20:13,3,7
3,1,13:24,7,3
3,1,01:32,4,6
1,4,03:09,10,0
4,3,22:57,7,3
3,1,20:17,9,1
2,1,01:03,5,5
5,1,14:29,10,0
3,4,09:51,3,7
5,1,01:01,6,4
5,1,18:28,8,2
5,2,19:24,3,7
4,1,09:54,6,4
4,5,23:31,2,8
2,3,10:27,10,0
1,5,05:37,1,9
2,4,07:43,10,0
2,1,12:33,6,4
4,5,04:06,5,5
5,3,23:35,3,7
1,4,12:11,2,8
2,1,12:37,1,9
1,2,06:21,8,2
4,5,12:36,1,9
1,5,22:42,10,0
1,2,22:56,5,5
5,1,20:41,10,0
2,5,19:44,1,9
5,4,10:46,10,0
5,3,11:46,10,0
3,2,07:39,4,6
4,3,05:45,8,2
5,2,19:49,8,2
4,5,09:47,3,7
1,4,05:00,10,0
1,4,13:18,3,7
5,4,17:19,3,7
1,5,00:24,6,4
4,1,07:41,8,2
4,2,22:15,7,3
5,1,23:35,2,8
3,4,05:24,10,0
5,4,18:45,1,9
3,4,10:45,7,3
2,5,07:23,4,6
3,1,04:26,1,9
1,4,15:15,10,0
2,3,04:19,2,8
2,4,22:58,5,5
1,2,05:23,7,3
4,5,21:34,4,6
4,3,21:23,7,3
1,2,10:05,6,4
4,1,01:49,4,6
1,4,19:02,1,9
4,3,14:50,7,3
4,1,10:58,5,5
4,3,05:56,5,5
1,2,18:35,1,9
5,3,19:19,8,2
4,1,23:35,9,1
4,1,23:40,7,3
4,2,06:20,6,4
5,3,16:47,9,1
5,4,10:22,4,6
1,5,06:15,2,8
1,2,05:48,6,4
2,4,16:32,10,0
5,2,13:37,5,5
2,4,23:43,1,9
2,4,20:08,1,9
5,1,20:14,1,9
3,5,18:41,3,7
2,4,13:47,7,3
3,5,21:03,1,9
3,5,18:32,2,8
3,1,13:29,1,9
2,5,14:28,8,2
5,1,04:32,2,8
3,1,22:43,3,7
5,2,09:48,2,8
5,4,13:19,3,7
3,5,13:22,6,4
1,4,08:13,1,9
2,3,03:15,3,7
2,4,18:52,4,6
5,4,18:24,5,5
3,5,16:30,4,6
4,5,13:51,3,7
1,2,22:49,6,4
2,1,13:56,10,0
3,1,18:02,2,8
3,4,01:39,8,2
2,5,16:44,3,7
2,1,05:42,10,0
1,3,06:02,9,1
4,3,04:50,2,8
4,1,05:45,8,2
2,5,00:05,3,7
1,5,14:37,6,4
4,5,02:14,6,4
5,1,15:16,3,7
5,4,12:37,1,9
5,3,22:11,5,5
4,1,04:28,5,5
3,5,20:30,3,7
2,3,09:51,6,4
4,3,03:32,6,4
2,4,23:43,9,1
5,3,10:18,7,3
1,5,00:44,5,5
1,4,08:07,1,9
2,4,07:39,7,3
5,3,00:24,2,8
5,4,20:47,4,6
1,5,19:14,1,9
2,1,00:31,10,0
2,1,07:00,6,4
1,3,21:52,7,3
5,2,18:37,7,3
1,3,17:39,9,1
3,5,11:49,5,5
2,5,23:14,5,5
3,2,10:24,6,4
2,4,14:35,5,5
3,1,08:36,4,6
4,1,11:59,1,9
2,4,19:18,10,0
1,5,00:16,7,3
4,3,19:19,8,2
3,5,11:57,9,1
2,4,08:01,8,2
3,5,10:09,6,4
1,4,00:00,10,0
5,4,01:51,9,1
4,3,10:19,2,8
4,1,03:21,9,1
3,1,21:20,2,8
1,2,09:21,8,2
5,1,13:03,10,0
2,1,16:24,7,3
2,1,11:50,1,9
5,2,07:32,7,3
4,1,03:35,6,4
4,1,07:42,2,8
5,2,06:35,1,9
3,1,06:02,10,0
3,2,16:36,6,4
5,3,06:57,10,0
1,3,10:57,2,8
2,3,21:16,4,6
4,2,04:58,5,5
5,2,07:55,1,9
1,5,02:32,1,9
5,4,04:53,7,3
5,1,10:07,7,3
2,4,00:11,6,4
5,1,13:30,6,4
5,4,16:14,6,4
4,5,12:51,4,6
2,3,19:29,10,0
4,3,03:07,2,8
1,2,09:33,2,8
3,1,06:13,6,4
1,2,10:26,5,5
4,3,18:01,7,3
4,3,14:16,8,2
3,5,04:35,1,9
4,1,02:21,9,1
5,2,14:57,10,0
2,3,13:41,10,0
4,5,16:34,1,9
2,3,22:16,2,8
1,5,10:37,10,0
4,5,07:57,1,9
5,2,12:45,1,9
3,1,13:36,10,0
4,1,02:43,2,8
4,1,23:54,1,9
5,2,00:32,6,4
1,5,22:33,10,0
4,2,07:11,9,1
2,5,03:37,5,5
1,3,16:13,5,5
3,4,00:39,8,2
1,2,16:01,9,1
4,3,09:20,5,5
2,3,16:21,8,2
3,1,14:14,9,1
1,5,12:37,2,8
1,5,08:12,1,9
5,2,11:01,2,8
5,2,11:04,4,6
4,5,22:06,9,1
2,3,18:04,8,2
5,3,04:21,10,0
2,5,06:15,1,9
4,1,04:58,6,4
5,4,20:26,7,3
5,2,07:36,9,1
3,4,13:33,3,7
4,1,22:44,3,7
5,4,17:40,10,0
2,1,02:41,7,3
1,3,07:50,7,3
4,5,22:13,2,8
1,4,10:33,1,9
3,1,20:39,1,9
2,5,13:50,9,1
5,2,13:25,7,3
2,3,09:51,2,8
3,2,23:01,6,4
5,1,19:13,3,7
5,1,02:09,2,8
1,5,12:00,5,5
5,4,16:33,10,0
5,3,17:37,7,3
4,5,00:59,1,9
3,2,22:48,6,4
1,4,21:42,9,1
4,3,05:55,3,7
1,3,11:45,1,9
2,1,21:56,4,6
5,2,22:20,3,7
5,1,05:38,4,6
5,4,10:37,4,6
2,4,05:24,1,9
4,5,11:09,1,9
4,5,03:40,5,5
2,4,20:36,4,6
4,2,20:06,2,8
1,3,19:19,9,1
5,4,17:15,3,7
1,3,18:17,8,2
5,2,02:45,7,3
1,4,08:42,8,2
2,4,01:59,2,8
4,3,17:52,8,2
1,2,13:57,5,5
5,2,20:17,6,4
2,3,17:38,2,8
3,1,12:04,3,7
2,1,12:58,10,0
3,1,02:19,1,9
5,4,08:49,4,6
2,3,17:19,3,7
1,2,09:40,10,0
3,2,08:58,10,0
1,3,06:36,2,8
5,2,04:50,1,9
5,4,01:54,10,0
4,1,09:54,9,1
4,2,18:36,7,3
5,4,06:33,1,9
5,1,02:16,4,6
4,5,21:05,8,2
1,2,16:40,2,8
2,3,07:19,4,6
3,1,17:34,8,2
5,1,13:48,1,9
2,3,12:12,2,8
3,1,20:55,10,0
4,5,04:15,1,9
4,1,18:34,3,7
4,2,21:54,9,1
4,1,01:34,7,3
3,4,22:26,7,3
3,2,08:47,1,9
3,5,21:55,2,8
1,5,04:20,10,0
3,4,09:34,4,6
3,2,06:41,10,0
2,3,12:38,4,6
5,4,01:41,9,1
5,1,11:20,9,1
5,4,23:43,5,5
2,3,08:22,4,6
3,4,18:58,8,2
3,4,09:37,6,4
2,1,17:19,1,9
4,3,12:53,8,2
5,4,13:48,4,6
2,5,10:50,5,5
5,3,11:42,10,0
5,2,23:51,2,8
4,1,04:55,2,8
3,5,19:25,3,7
2,1,05:04,4,6
4,3,02:35,8,2
4,2,04:42,6,4
3,2,22:14,1,9
1,2,19:31,4,6
1,4,14:18,7,3
5,1,00:58,7,3
3,5,16:27,8,2
3,2,08:22,5,5
3,5,07:05,6,4
4,1,14:13,7,3
1,2,05:04,10,0
1,2,21:03,4,6
4,2,19:09,5,5
3,4,14:04,4,6
2,3,18:51,9,1
1,3,07:29,7,3
5,1,17:33,7,3
3,1,22:53,7,3
2,3,10:56,1,9
5,2,07:04,1,9
4,3,15:17,5,5
4,1,15:42,10,0
3,5,03:46,1,9
5,2,12:52,9,1
3,4,09:54,8,2
5,3,11:20,9,1
4,2,15:47,4,6
3,2,09:21,7,3
2,5,01:55,7,3
4,2,00:40,10,0
1,3,12:10,9,1
5,4,18:59,3,7
1,3,22:13,1,9
4,5,12:49,7,3
4,2,14:47,9,1
5,4,13:58,6,4
4,5,01:58,3,7
5,2,21:06,4,6
5,4,15:00,7,3
1,5,06:38,7,3
4,5,01:11,2,8
2,1,09:45,7,3
2,5,13:56,10,0
1,5,07:06,10,0
5,2,20:03,6,4
3,5,19:39,7,3
4,5,01:55,2,8
2,5,07:22,6,4
1,4,23:13,5,5
2,1,10:01,6,4
2,5,19:14,9,1
5,4,08:32,2,8
2,4,02:32,8,2
2,1,17:34,10,0
3,5,21:34,7,3
1,3,21:34,9,1
2,1,18:07,7,3
1,3,05:26,2,8
2,4,18:50,3,7
2,4,12:02,7,3
3,5,16:13,3,7
3,1,12:31,6,4
2,4,08:08,9,1
4,2,05:48,7,3
2,1,04:30,3,7
2,5,21:53,2,8
5,3,17:27,10,0
4,3,22:23,4,6
4,1,10:29,1,9
4,2,22:38,3,7
2,3,15:39,1,9
5,4,14:35,3,7
1,4,18:28,2,8
1,3,01:19,7,3
2,3,04:23,9,1
4,2,20:40,1,9
4,2,19:15,6,4
3,5,22:34,9,1
3,5,08:49,10,0
2,5,15:58,3,7
2,5,17:21,5,5
4,1,02:49,9,1
5,4,14:28,4,6
4,1,14:35,1,9
2,4,11:38,2,8
3,5,23:09,8,2
3,4,20:13,6,4
5,4,04:08,8,2
5,4,03:57,7,3
3,1,21:05,9,1
4,3,11:49,4,6
4,2,10:55,3,7
5,2,03:29,6,4
1,5,20:45,10,0
4,2,12:46,8,2
2,4,06:13,4,6
4,1,20:13,2,8
3,4,20:26,4,6
5,2,09:00,10,0
5,3,03:05,1,9
4,2,07:55,7,3
2,1,09:07,5,5
1,3,15:17,3,7
5,4,02:03,4,6
1,3,03:08,8,2
3,5,19:27,3,7
1,2,04:51,7,3
4,3,17:21,7,3
3,4,00:49,4,6
4,2,04:58,5,5
4,2,20:34,3,7
3,4,18:44,9,1
2,4,05:14,9,1
3,5,06:45,10,0
2,3,12:44,2,8
5,2,19:11,1,9
4,1,18:18,4,6
2,3,19:20,9,1
4,5,06:20,5,5
3,4,04:31,7,3
1,3,02:24,2,8
2,4,23:40,6,4
4,5,12:42,6,4
3,5,09:25,6,4
4,3,17:28,2,8
1,5,09:11,7,3
1,2,09:17,10,0
5,2,04:08,9,1
2,5,15:13,4,6
3,2,14:41,4,6
1,3,16:34,1,9
3,4,00:30,10,0
4,5,10:50,4,6
5,2,23:41,4,6
1,5,05:50,8,2
2,5,01:33,10,0
3,4,10:44,4,6
2,4,11:09,6,4
4,2,23:15,7,3
5,2,19:23,3,7
3,1,15:42,3,7
2,4,16:19,1,9
2,3,01:45,9,1
1,5,23:27,6,4
2,4,13:43,4,6
5,4,14:25,2,8
3,1,06:06,6,4
5,1,03:44,8,2
5,2,04:09,10,0
3,4,13:39,4,6
1,5,21:52,6,4
3,5,18:56,2,8
2,1,16:01,8,2
3,4,22:56,6,4
4,2,07:59,8,2
3,4,06:13,3,7
3,2,13:29,4,6
2,5,13:42,1,9
3,2,06:12,6,4
3,2,20:03,7,3
2,3,13:05,8,2
5,1,13:18,2,8
3,5,23:02,4,6
4,2,02:52,8,2
4,5,23:29,9,1
2,3,05:50,2,8
5,1,13:15,4,6
5,3,15:29,4,6
2,3,11:02,3,7
2,4,13:25,2,8
4,5,16:07,3,7
2,4,00:30,2,8
5,1,23:22,7,3
5,3,21:22,6,4
1,5,15:01,3,7
4,5,22:21,6,4
4,3,19:45,2,8
2,5,13:59,4,6
5,1,07:41,10,0
4,3,19:12,8,2
4,5,16:52,10,0
1,2,05:54,8,2
2,4,19:48,4,6
1,5,10:47,1,9
5,1,15:28,3,7
2,3,21:44,2,8
5,3,14:06,3,7
3,2,13:29,1,9
1,3,20:46,6,4
3,4,03:46,6,4
2,3,11:49,5,5
1,2,09:48,7,3
2,5,21:55,8,2
3,5,05:42,4,6
5,4,04:48,8,2
5,1,22:07,2,8
2,4,00:00,5,5
4,1,12:57,8,2
3,2,14:41,5,5
1,2,17:11,8,2
2,1,11:35,9,1
1,2,18:50,6,4
3,2,18:03,10,0
5,2,19:50,3,7
5,1,19:00,3,7
3,4,13:52,10,0
2,3,07:00,10,0
4,5,01:49,9,1
5,2,00:33,1,9
2,5,23:41,7,3
3,4,23:21,9,1
1,4,18:55,7,3
3,5,05:45,3,7
3,5,05:32,2,8
3,1,22:22,10,0
2,4,09:38,2,8
4,3,14:31,8,2
3,5,19:07,5,5
2,4,02:01,10,0
3,5,21:02,5,5
5,3,23:08,5,5
1,2,13:41,1,9
1,4,21:48,3,7
3,5,07:30,10,0
4,3,10:37,6,4
2,1,15:18,3,7
1,3,20:03,1,9
4,2,13:59,3,7
4,3,10:55,8,2
2,4,22:11,3,7
4,3,05:55,7,3
2,4,00:39,6,4
2,1,00:24,4,6
1,2,10:18,9,1
2,3,00:38,3,7
2,4,07:13,10,0
4,1,19:02,3,7
1,3,23:39,7,3
1,2,21:01,6,4
5,3,02:53,5,5
1,4,19:41,8,2
3,2,01:27,8,2
3,1,11:05,1,9
3,2,19:56,1,9
1,5,09:01,6,4
5,4,20:16,4,6
5,1,14:26,5,5
5,4,20:27,4,6
3,1,20:04,7,3
5,3,21:37,4,6
4,3,00:43,3,7
4,3,04:38,5,5
2,3,01:23,7,3
2,3,20:44,3,7
3,4,02:24,4,6
5,3,12:10,2,8
3,5,00:33,10,0
3,1,05:06,5,5
2,5,01:57,9,1
5,4,06:23,1,9
3,2,15:03,4,6
4,2,12:54,9,1
1,4,07:50,3,7
3,4,06:58,9,1
3,4,14:39,7,3
2,4,09:11,5,5
1,5,15:47,4,6
5,3,14:19,7,3
4,3,07:17,8,2
1,5,13:22,5,5
1,5,00:06,2,8
5,4,06:05,5,5
3,1,03:31,1,9
3,2,19:15,7,3
1,5,08:53,6,4
1,5,19:35,9,1
3,1,15:20,5,5
5,1,01:17,8,2
1,2,12:38,1,9
4,3,05:15,7,3
3,4,01:50,6,4
3,1,15:46,10,0
4,3,20:11,2,8
1,5,10:24,2,8
2,4,05:40,6,4
1,5,02:52,2,8
2,4,06:54,8,2
5,4,16:15,5,5
5,4,20:06,7,3
3,5,00:37,4,6
4,1,14:55,2,8
4,1,02:15,2,8
1,5,04:09,1,9
5,4,06:09,2,8
3,4,12:14,7,3
3,2,22:04,9,1
4,2,04:52,10,0
2,1,17:01,6,4
1,2,12:14,2,8
3,2,11:21,1,9
5,3,18:44,1,9
1,3,12:07,5,5
5,3,05:09,10,0
3,1,05:30,6,4
5,4,02:48,6,4
3,1,13:00,10,0
5,1,04:51,1,9
3,5,00:45,5,5
3,1,15:24,2,8
2,1,15:59,6,4
3,2,14:06,2,8
3,2,02:16,2,8
1,5,20:35,4,6
2,4,15:23,5,5
5,4,18:46,5,5
4,5,08:24,5,5
3,4,21:20,7,3
2,1,18:08,5,5
4,1,06:49,4,6
3,4,01:03,1,9
3,4,22:51,2,8
1,2,02:02,5,5
1,4,19:48,9,1
2,5,01:21,3,7
2,3,05:15,4,6
1,5,04:00,8,2
1,5,13:46,8,2
3,2,06:17,1,9
4,1,13:28,8,2
3,2,01:25,3,7
1,4,07:48,4,6
4,5,05:04,5,5
3,2,12:50,10,0
5,4,05:11,9,1
2,4,19:45,9,1
4,3,03:36,6,4
1,5,14:43,7,3
4,3,01:47,4,6
2,5,18:02,1,9
3,4,10:13,10,0
5,2,06:30,2,8
1,4,13:57,3,7
1,4,15:59,6,4
1,5,09:10,7,3
4,3,19:32,9,1
3,5,00:49,9,1
2,3,20:06,10,0
3,2,15:20,5,5
2,3,06:35,8,2
2,3,01:19,9,1
2,3,16:05,1,9
4,5,18:12,9,1
1,2,11:01,8,2
3,4,11:33,8,2
1,2,05:38,3,7
3,1,10:21,8,2
5,4,06:57,5,5
2,1,08:45,1,9
3,4,04:29,6,4
3,2,20:03,9,1
1,5,22:16,8,2
1,5,01:10,5,5
4,2,02:57,3,7
2,4,03:16,6,4
3,4,07:45,1,9
4,1,13:41,7,3
4,2,09:52,1,9
4,1,20:34,10,0
4,2,12:31,1,9
1,2,05:34,5,5
1,3,11:39,4,6
2,3,15:43,8,2
2,4,20:52,5,5
2,5,16:06,6,4
2,1,07:48,5,5
5,2,11:00,6,4
3,4,19:31,10,0
3,1,12:17,5,5
5,3,20:28,6,4
5,2,09:18,10,0
2,1,19:59,6,4
5,1,11:04,9,1
1,5,17:31,6,4
4,1,02:24,2,8
1,2,11:12,5,5
4,1,05:15,9,1
3,1,18:38,8,2
1,3,03:24,2,8
4,1,00:41,2,8
1,5,23:35,5,5
4,3,07:41,4,6
5,2,01:43,3,7
2,4,00:14,4,6
3,4,07:46,10,0
2,3,12:35,5,5
3,1,17:12,7,3
4,1,11:49,2,8
5,4,21:09,5,5
5,1,17:32,2,8
3,4,03:24,7,3
1,2,05:30,1,9
5,4,08:35,2,8
3,5,06:10,3,7
5,1,21:14,7,3
5,3,15:02,8,2
5,1,13:31,6,4
5,3,10:50,2,8
3,1,13:32,10,0
5,4,03:55,6,4
4,5,07:03,7,3
1,4,11:14,1,9
2,1,14:11,6,4
4,3,12:25,2,8
5,1,19:01,10,0
3,4,04:36,3,7
4,2,00:46,7,3
4,2,11:45,5,5
1,5,05:57,6,4
5,4,02:20,2,8
3,2,04:50,4,6
1,2,06:40,10,0
2,1,02:59,9,1
1,5,18:22,1,9
5,4,14:55,10,0
1,5,15:26,10,0
3,4,12:37,3,7
4,2,12:00,6,4
3,5,23:59,5,5
2,4,06:13,10,0
2,5,13:50,7,3
1,3,15:20,6,4
5,4,08:31,8,2
1,2,00:58,4,6
2,1,10:05,10,0
4,2,19:42,2,8
2,4,13:47,8,2
3,5,04:55,8,2
1,2,08:15,2,8
1,4,20:48,6,4
1,5,20:40,2,8
1,4,02:35,3,7
1,2,18:31,8,2
1,2,10:47,4,6
2,5,15:58,8,2
4,5,11:51,3,7
1,3,10:05,3,7
2,3,20:10,3,7
3,4,23:31,4,6
5,1,22:18,2,8
1,3,00:59,5,5
3,1,13:49,3,7
4,3,17:40,7,3
2,1,20:09,5,5
4,5,23:11,8,2
3,5,04:27,1,9
1,3,16:51,4,6
5,4,14:05,5,5
2,4,02:00,2,8
3,2,07:16,8,2
3,4,23:01,2,8
1,2,02:14,3,7
4,2,03:11,7,3
5,1,10:31,2,8
5,2,17:56,9,1
3,2,07:37,2,8
2,5,01:20,8,2
4,2,04:25,7,3
1,4,17:24,5,5
4,5,10:20,10,0
5,2,08:40,1,9
5,4,08:24,10,0
5,2,14:53,4,6
5,1,18:40,4,6
3,1,19:26,8,2
3,1,07:29,1,9
2,5,01:05,9,1
2,4,00:35,8,2
1,2,10:48,1,9
2,1,22:24,2,8
3,1,17:26,3,7
4,3,19:27,2,8
1,2,10:50,5,5
2,1,01:30,4,6
4,3,18:04,5,5
3,1,03:38,8,2
5,1,19:01,1,9
5,2,23:22,7,3
4,5,11:42,9,1
4,3,05:14,4,6
5,2,22:24,9,1
4,3,10:03,2,8
3,5,23:35,1,9
1,3,05:54,9,1
5,2,12:39,10,0
2,5,16:59,7,3
2,4,07:36,6,4
5,1,15:41,3,7
1,5,02:36,2,8
1,2,01:09,6,4
4,2,04:02,4,6
3,1,02:48,4,6
3,5,04:58,6,4
5,4,06:10,4,6
3,4,16:29,3,7
1,4,12:54,3,7
3,4,01:05,6,4
5,3,06:28,10,0
1,4,18:12,8,2
5,2,09:08,10,0
1,4,01:32,1,9
3,2,09:50,4,6
4,5,19:11,8,2
2,1,09:55,2,8
2,1,11:47,4,6
2,4,05:16,5,5
4,1,08:54,2,8
3,4,00:25,7,3
4,2,23:15,7,3
2,5,17:40,7,3
3,4,21:18,2,8
5,4,06:07,8,2
5,2,22:28,6,4
1,5,02:05,2,8
1,4,06:09,3,7
1,2,10:01,6,4
3,1,10:13,6,4
5,4,14:38,10,0
5,4,07:30,2,8
5,3,04:07,7,3
2,5,03:14,2,8
1,3,05:28,10,0
1,2,08:54,5,5
2,3,00:33,4,6
2,3,05:06,4,6
2,3,18:18,2,8
4,5,22:15,8,2
1,5,07:43,5,5
5,3,17:27,6,4
2,1,14:39,8,2
5,3,16:44,1,9
2,3,00:31,10,0
1,4,01:57,3,7
2,1,07:11,3,7
3,4,16:49,1,9
3,1,18:36,9,1
1,3,20:18,4,6
3,5,18:07,6,4
2,1,00:54,8,2
4,1,08:08,5,5
3,1,03:59,6,4
4,1,10:13,1,9
5,1,06:43,1,9
2,1,13:10,4,6
1,3,09:22,8,2
1,2,10:25,2,8
2,3,16:41,8,2
3,1,12:27,9,1
1,3,17:04,10,0
2,4,08:26,3,7
1,2,08:51,7,3
4,1,00:55,8,2
1,2,14:28,5,5
4,3,11:37,3,7
2,5,05:15,1,9
2,4,02:13,5,5
5,4,01:05,5,5
2,3,04:30,6,4
1,5,09:35,4,6
1,4,00:53,1,9
1,2,04:23,4,6
4,1,15:08,1,9
3,2,07:04,2,8
1,2,07:52,9,1
1,3,04:34,1,9
2,1,03:06,9,1
5,2,09:07,8,2
4,1,16:38,5,5
4,3,21:39,5,5
3,5,05:48,2,8
5,1,08:46,9,1
3,1,09:22,8,2
2,3,19:28,2,8
4,5,23:38,9,1
5,1,12:22,5,5
3,4,11:12,7,3
4,1,12:58,8,2
4,5,03:22,5,5
5,2,09:26,3,7
2,5,07:31,9,1
3,5,13:21,8,2
4,5,01:44,3,7
3,4,22:29,2,8
3,5,06:36,4,6
2,3,20:24,3,7
5,3,00:24,7,3
4,1,07:06,9,1
2,4,21:31,2,8
5,3,00:44,3,7
1,5,14:37,8,2
1,4,06:14,9,1
1,3,16:45,6,4
2,3,21:51,5,5
1,2,03:01,6,4
1,3,11:15,1,9
1,4,06:18,6,4
5,2,19:04,9,1
2,3,11:30,10,0
4,1,19:17,3,7
3,5,22:04,2,8
2,5,08:22,3,7
4,1,13:02,3,7
5,4,11:18,3,7
3,4,16:22,4,6
5,2,11:47,3,7
3,1,21:27,8,2
3,2,23:06,1,9
2,1,05:45,7,3
2,5,06:07,2,8
3,5,14:01,2,8
1,5,08:41,1,9
4,5,02:19,1,9
2,5,13:03,6,4
5,2,19:23,4,6
5,1,17:27,9,1
3,2,03:26,9,1
5,3,12:35,7,3
4,1,22:10,4,6
5,2,06:44,7,3
5,4,15:06,6,4
1,4,12:37,2,8
1,3,19:18,2,8
3,4,18:29,7,3
4,3,16:14,7,3
1,4,02:44,7,3
2,4,04:14,2,8
2,4,09:38,1,9
2,3,17:51,6,4
1,2,13:49,7,3
3,1,05:57,1,9
4,5,03:32,6,4
4,5,13:03,6,4
1,5,08:19,6,4
5,4,17:02,4,6
1,5,09:46,6,4
5,1,05:09,9,1
1,3,08:49,4,6
4,3,04:44,8,2
2,1,01:21,1,9
2,3,22:11,4,6
2,4,00:25,7,3
4,2,04:15,5,5
4,2,21:42,5,5
1,3,20:22,10,0
1,5,13:58,10,0
5,2,18:05,3,7
2,1,00:38,9,1
2,5,11:22,9,1
5,2,22:11,6,4
2,4,14:15,9,1
1,4,19:27,10,0
1,4,08:52,7,3
1,3,03:18,1,9
3,5,07:19,10,0
5,2,03:18,5,5
5,4,18:33,4,6
5,3,08:34,3,7
3,4,02:05,5,5
4,5,22:43,4,6
3,1,01:26,8,2
5,1,14:42,8,2
4,1,13:42,4,6
1,5,00:45,5,5
1,3,00:47,8,2
3,4,05:09,4,6
5,4,16:44,5,5
5,1,13:00,8,2
1,2,01:24,4,6
4,5,12:02,9,1
1,2,14:20,4,6
2,5,09:35,3,7
1,5,22:35,7,3
3,1,02:50,5,5
1,3,23:40,8,2
2,1,01:22,3,7
1,4,22:43,4,6
2,5,04:24,9,1
2,3,05:50,5,5
5,4,09:51,4,6
5,1,18:13,4,6
3,1,10:27,1,9
1,2,05:57,9,1
2,3,11:27,5,5
4,5,00:48,4,6
2,1,13:34,4,6
2,5,09:04,10,0
2,3,11:12,7,3
4,5,05:30,1,9
2,4,05:44,6,4
5,1,08:57,3,7
3,4,06:59,8,2
4,3,07:32,4,6
3,5,20:53,4,6
4,5,07:39,8,2
2,4,02:34,9,1
2,5,00:22,10,0
1,2,08:43,6,4
5,2,03:10,7,3
2,4,05:38,6,4
2,3,15:25,1,9
4,2,06:56,5,5
2,3,02:25,10,0
2,5,03:40,7,3
1,5,05:13,5,5
4,3,13:58,4,6
5,2,00:39,3,7
2,4,06:31,5,5
2,5,07:32,9,1
3,4,08:02,7,3
2,1,08:49,8,2
2,5,12:24,8,2
2,1,13:05,10,0
2,1,18:06,3,7
3,1,12:04,7,3
4,2,16:51,3,7
5,3,06:39,6,4
1,3,07:41,10,0
4,5,14:40,1,9
1,4,12:39,7,3
3,1,12:24,6,4
2,4,12:06,9,1
5,4,14:47,4,6
2,3,17:36,7,3
1,4,07:38,6,4
4,5,05:18,6,4
5,2,09:44,5,5
3,2,18:54,5,5
2,5,12:42,8,2
4,2,06:05,7,3
4,2,05:16,4,6
5,2,00:28,3,7
2,5,06:26,9,1
4,2,23:57,6,4
2,3,12:34,7,3
2,1,06:32,3,7
3,4,02:35,3,7
1,3,14:11,2,8
1,4,01:32,5,5
4,3,06:06,2,8
2,5,22:29,2,8
1,4,02:23,2,8
2,1,10:58,10,0
5,2,23:10,6,4
3,5,00:04,1,9
1,3,09:14,8,2
5,1,05:12,9,1
1,3,05:19,9,1
5,4,06:24,9,1
5,1,07:27,1,9
2,5,03:34,10,0
5,2,03:46,4,6
1,5,07:54,7,3
3,5,10:05,6,4
1,3,01:34,2,8
3,1,13:20,4,6
3,1,02:42,2,8
3,5,13:59,9,1
2,3,00:09,4,6
5,1,11:42,10,0
1,4,21:46,2,8
5,2,05:34,4,6
4,1,07:34,5,5
5,3,08:18,3,7
4,1,07:29,9,1
4,2,18:57,7,3
4,1,06:56,2,8
1,3,07:32,6,4
5,2,04:05,2,8
2,3,22:45,2,8
4,2,22:03,8,2
3,4,06:48,1,9
2,1,23:30,1,9
5,1,06:39,6,4
4,2,11:35,8,2
5,4,20:35,7,3
4,1,11:16,5,5
5,1,16:22,4,6
1,3,22:22,6,4
3,2,22:03,5,5
4,3,13:52,5,5
2,4,00:01,2,8
3,5,11:25,8,2
1,5,01:53,10,0
4,5,23:28,2,8
2,3,05:48,3,7
4,5,12:29,9,1
5,2,09:59,4,6
5,4,18:21,4,6
4,2,08:05,2,8
4,1,19:58,1,9
5,3,12:45,6,4
1,5,00:38,5,5
3,1,01:04,9,1
5,2,03:13,8,2
5,2,13:46,8,2
2,5,20:40,5,5
2,5,12:48,4,6
3,5,22:16,3,7
4,2,13:25,2,8
3,5,00:52,3,7
4,1,15:54,10,0
2,1,07:28,2,8
2,3,17:29,2,8
4,1,12:57,6,4
3,5,18:18,9,1
1,2,07:52,1,9
4,3,12:57,7,3
3,4,19:45,6,4
3,2,19:49,8,2
5,1,22:18,6,4
5,4,16:18,4,6
5,1,00:34,8,2
5,3,02:28,4,6
4,5,19:00,2,8
3,2,14:44,6,4
5,3,09:55,7,3
5,2,08:39,1,9
3,2,20:52,2,8
3,2,03:29,8,2
5,1,22:07,10,0
1,3,09:34,7,3
3,4,06:32,10,0
5,4,22:14,10,0
3,1,19:25,2,8
4,3,17:34,8,2
